id,nome_prodotto,categoria,prezzo,tacco,taglie,colore,link
idp21620,Ciabatta new D,Sandali Bassi,25.00 €,0,36 37 38 39 40 41,Nero,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-new-d-idp21620.html
idp21620,Ciabatta new D,Sandali Bassi,25.00 €,0,36 37 38 39 40 41,Nero,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-new-d-idp21620.html
idp21628,Sandalo 720-56,Sandali Bassi,59.90 €,1,37 38 39 40,Oro,https://www.kammi.it/scarpe-donna/sandali-bassi/sandalo-720-56-idp21628.html
idp21628,Sandalo 720-56,Sandali Bassi,59.90 €,1,37 38 39 40,Oro,https://www.kammi.it/scarpe-donna/sandali-bassi/sandalo-720-56-idp21628.html
idp21632,Ciabatta 800,Sandali Bassi,55.00 €,0,36 37 38 39 40 41,Rosa,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-800-idp21632.html
idp21632,Ciabatta 800,Sandali Bassi,55.00 €,0,36 37 38 39 40 41,Rosa,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-800-idp21632.html
idp21626,Ciabatta 271,Sandali Bassi,79.90 €,0,35 36 37 38 39 40,Rosa,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-271-idp21626.html
idp21621,Ciabatta new D,Sandali Bassi,25.00 €,0,36 37 38 39 40 41,Rosa,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-new-d-idp21621.html
idp21621,Ciabatta new D,Sandali Bassi,25.00 €,0,36 37 38 39 40 41,Rosa,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-new-d-idp21621.html
idp21626,Ciabatta 271,Sandali Bassi,79.90 €,0,35 36 37 38 39 40,Rosa,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-271-idp21626.html
idp21610,Ciabatta 407,Sandali Bassi,45.00 €,1,37 38 39 40 41,Verde,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-407-idp21610.html
idp21623,Ciabatta new D,Sandali Bassi,25.00 €,0,36 37 38 39 40 41,Verde,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-new-d-idp21623.html
idp21623,Ciabatta new D,Sandali Bassi,25.00 €,0,36 37 38 39 40 41,Verde,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-new-d-idp21623.html
idp21610,Ciabatta 407,Sandali Bassi,45.00 €,1,37 38 39 40 41,Verde,https://www.kammi.it/scarpe-donna/sandali-bassi/ciabatta-407-idp21610.html
